destination_id,nr_listings,from_price,currency_code,parent_id1,type1,slug1,parent_id2,type2,slug2,parent_id3,type3,slug3,concat,name
3248,6,44000,GBP,1747,state,dubrovnik-neretva-county,2968,country,croatia,0,continent,europe,www.bookyogaretreats.com/all/d/europe/croatia/dubrovnik-neretva-county,Dubrovnik-Neretva County
5329,4,92500,USD,3470,state,durham,3490,country,usa,0,continent,the-americas-and-caribbean,www.bookyogaretreats.com/all/d/the-americas-and-caribbean/usa/durham,Durham
7512,9,11100,USD,3470,state,earlville,3490,country,usa,0,continent,the-americas-and-caribbean,www.bookyogaretreats.com/all/d/the-americas-and-caribbean/usa/earlville,Earlville
3467,14,55000,AUD,2354,state,east-bali,2805,country,indonesia,0,continent,asia-and-oceania,www.bookyogaretreats.com/all/d/asia-and-oceania/indonesia/east-bali,East Bali
2890,7,49900,GBP,3383,state,east-midlands,2968,country,united-kingdom,0,continent,europe,www.bookyogaretreats.com/all/d/europe/united-kingdom/east-midlands,East Midlands
2248,10,24000,GBP,3383,state,east-sussex,2968,country,united-kingdom,0,continent,europe,www.bookyogaretreats.com/all/d/europe/united-kingdom/east-sussex,East Sussex
981,3,24000,GBP,3383,state,eastbourne,2968,country,united-kingdom,0,continent,europe,www.bookyogaretreats.com/all/d/europe/united-kingdom/eastbourne,Eastbourne
4509,4,42500,USD,2354,state,echo-beach,2805,country,indonesia,0,continent,asia-and-oceania,www.bookyogaretreats.com/all/d/asia-and-oceania/indonesia/echo-beach,Echo Beach
2768,24,13000,USD,3490,country,ecuador,0,continent,the-americas-and-caribbean,NULL,NULL,NULL,www.bookyogaretreats.com/all/d/the-americas-and-caribbean/ecuador,Ecuador
969,8,32500,GBP,3258,country,egypt,0,continent,africa-and-the-middle-east,NULL,NULL,NULL,www.bookyogaretreats.com/all/d/africa-and-the-middle-east/egypt,Egypt
2413,4,27000,USD,3490,country,el-salvador,0,continent,the-americas-and-caribbean,NULL,NULL,NULL,www.bookyogaretreats.com/all/d/the-americas-and-caribbean/el-salvador,El Salvador
5160,3,68200,EUR,1747,state,elafiti-islands,2968,country,croatia,0,continent,europe,www.bookyogaretreats.com/all/d/europe/croatia/elafiti-islands,Elafiti Islands
